time,procs,ws_total,priv_total,ws_python,priv_python,ws_root,cpu_load
2026-09-15T11:37:28.1245425-04:00,3,328359936,1236910080,260677632,1181757440,67682304,25
2026-09-15T11:37:30.0060972-04:00,3,423473152,1325088768,355790848,1269936128,67682304,37
2026-09-15T11:37:31.9151118-04:00,3,484024320,1374609408,404000768,1307652096,80023552,34
2026-09-15T11:37:33.8119858-04:00,3,484024320,1374609408,404000768,1307652096,80023552,32
